Pozo,date,bppd,bapd,bsw,mscf,pres,temp,co2_frac,Cl,Na,SO4,Fe,bicarb,Ca,criticidad,mpy
SHS-28,7/14/2018,164.8,660,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.76
AGR-30,7/14/2018,1172.15,2177.5,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.039
SHS-135,7/14/2018,119.2,219,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.38
SHS-19,7/14/2018,1021.15,549.85,35,149,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.485
SHS-19,7/14/2018,360,2040,85,147,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.616
SHS-14,7/14/2018,501.12,944.64,64,143,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.022
SHS-134,7/14/2018,319.68,1012.32,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.593
SHS-17,7/14/2018,295.8,2946.36,86,164.53,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.174
AGR-14,7/15/2018,209.4,2616.6,89.5,29,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.627
SHS-70,7/15/2018,49.4,330.6,87,30,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.787
SHS-28,7/15/2018,164.8,660,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.753
AGR-30,7/15/2018,1172.15,2177.5,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.818
SHS-135,7/15/2018,119.2,219,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.708
SHS-19,7/15/2018,1021.15,549.85,35,149,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.911
SHS-19,7/15/2018,360,2040,85,147,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.397
SHS-14,7/15/2018,501.12,944.64,64,143,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.522
SHS-134,7/15/2018,319.68,1012.32,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.092
SHS-17,7/15/2018,295.8,2946.36,86,164.53,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.081
AGR-14,7/16/2018,209.4,2616.6,89.5,29,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.013
SHS-70,7/16/2018,49.4,330.6,87,30,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.774
SHS-28,7/16/2018,164.8,660,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.877
AGR-30,7/16/2018,1172.15,2177.5,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.052
SHS-135,7/16/2018,119.2,219,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.507
SHS-19,7/16/2018,1021.15,549.85,35,149,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.277
SHS-19,7/16/2018,360,2040,85,147,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.165
SHS-14,7/16/2018,501.12,944.64,64,143,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.496
SHS-134,7/16/2018,319.68,1012.32,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.159
SHS-17,7/16/2018,295.8,2946.36,86,164.53,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.569
AGR-14,7/17/2018,209.4,2616.6,89.5,29,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.706
SHS-70,7/17/2018,49.4,330.6,87,30,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.228
SHS-28,7/17/2018,164.8,660,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.266
AGR-30,7/17/2018,1172.15,2177.5,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.137
SHS-135,7/17/2018,119.2,219,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.242
SHS-19,7/17/2018,1021.15,549.85,35,149,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.586
SHS-19,7/17/2018,360,2040,85,147,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.511
SHS-14,7/17/2018,501.12,944.64,64,143,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.896
SHS-134,7/17/2018,319.68,1012.32,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.164
SHS-17,7/17/2018,295.8,2946.36,86,164.53,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.482
AGR-14,7/18/2018,209.4,2616.6,89.5,29,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.215
SHS-70,7/18/2018,49.4,330.6,87,30,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.205
SHS-28,7/18/2018,164.8,660,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.538
AGR-30,7/18/2018,1172.15,2177.5,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.675
SHS-135,7/18/2018,119.2,219,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.232
SHS-19,7/18/2018,1021.15,549.85,35,149,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.068
SHS-19,7/18/2018,360,2040,85,147,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.128
SHS-14,7/18/2018,501.12,944.64,64,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.534
SHS-134,7/18/2018,319.68,1012.32,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.165
SHS-17,7/18/2018,295.8,2946.36,86,164.53,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.704
AGR-14,7/19/2018,209.4,2616.6,89.5,29,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.482
SHS-70,7/19/2018,49.4,330.6,87,30,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.181
SHS-28,7/19/2018,164.8,659.2,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.654
AGR-30,7/19/2018,1172.15,2176.85,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.306
SHS-135,7/19/2018,119.2,218.5,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.944
SHS-19,7/19/2018,1021.15,549.85,35,149,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.034
SHS-19,7/19/2018,360,2040,85,147,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.098
SHS-14,7/19/2018,538.92,958.08,64,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.926
SHS-134,7/19/2018,318.72,1009.28,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.445
SHS-17,7/19/2018,295.8,3011.76,89,164.53,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.456
AGR-14,7/20/2018,209.4,2616.6,89.5,122,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.989
SHS-70,7/20/2018,49.4,330.6,87,30,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.704
SHS-28,7/20/2018,164.8,659.2,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.3
AGR-30,7/20/2018,1172.15,2176.85,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.247
SHS-135,7/20/2018,119.2,218.5,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.828
SHS-19,7/20/2018,1021.15,549.85,35,149,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.003
SHS-19,7/20/2018,355.5,2014.5,85,152,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.805
SHS-14,7/20/2018,538.92,958.08,64,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.282
SHS-134,7/20/2018,318.72,1009.28,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.964
SHS-17,7/20/2018,295.8,3011.76,89,164.53,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.494
AGR-14,7/21/2018,209.4,2616.6,89.5,122,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.993
SHS-70,7/21/2018,49.4,330.6,87,30,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.596
SHS-28,7/21/2018,164.8,659.2,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.602
AGR-30,7/21/2018,1172.15,2176.85,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.002
SHS-135,7/21/2018,119.2,218.5,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.074
SHS-19,7/21/2018,1021.15,549.85,35,149,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.047
SHS-19,7/21/2018,355.5,2014.5,85,152,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.051
SHS-14,7/21/2018,538.92,958.08,64,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.981
SHS-134,7/21/2018,318.72,1009.28,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.921
SHS-17,7/21/2018,295.8,3011.76,89,164.53,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.748
AGR-14,7/22/2018,209.4,2616.6,89.5,122,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.264
SHS-70,7/22/2018,49.4,330.6,87,30,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.22
SHS-28,7/22/2018,164.8,659.2,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.739
AGR-30,7/22/2018,1172.15,2176.85,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.677
SHS-135,7/22/2018,119.2,218.5,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.316
SHS-19,7/22/2018,1021.15,549.85,35,149,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.959
SHS-19,7/22/2018,355.5,2014.5,85,152,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.197
SHS-14,7/22/2018,538.92,958.08,64,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.262
SHS-134,7/22/2018,318.72,1009.28,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.423
SHS-17,7/22/2018,295.8,3011.76,89,164.53,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.092
AGR-14,7/23/2018,209.4,2616.6,89.5,122,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.927
SHS-70,7/23/2018,49.4,330.6,87,30,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.974
SHS-28,7/23/2018,164.8,659.2,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.6
AGR-30,7/23/2018,1172.15,2176.85,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.037
SHS-135,7/23/2018,119.2,218.5,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.399
SHS-19,7/23/2018,1021.15,549.85,35,149,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.862
SHS-19,7/23/2018,355.5,2014.5,85,152,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.832
SHS-14,7/23/2018,538.92,958.08,64,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.41
SHS-134,7/23/2018,318.72,1009.28,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.206
SHS-17,7/23/2018,295.8,3011.76,89,164.53,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.443
AGR-14,7/24/2018,209.4,2616.6,89.5,122,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.736
SHS-70,7/24/2018,49.4,330.6,87,30,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.813
SHS-28,7/24/2018,164.8,659.2,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.878
AGR-30,7/24/2018,1172.15,2176.85,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.228
SHS-135,7/24/2018,119.2,218.5,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.261
SHS-19,7/24/2018,1021.15,549.85,35,149,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.223
SHS-19,7/24/2018,355.5,2014.5,85,152,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.396
SHS-14,7/24/2018,538.92,958.08,64,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.407
SHS-134,7/24/2018,318.72,1009.28,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.902
SHS-17,7/24/2018,295.8,3011.76,89,164.53,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.692
AGR-14,7/25/2018,209.4,2616.6,89.5,122,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.313
SHS-70,7/25/2018,49.4,330.6,87,30,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.314
SHS-28,7/25/2018,164.8,659.2,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.986
AGR-30,7/25/2018,1172.15,2176.85,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.025
SHS-135,7/25/2018,119.2,218.5,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.275
SHS-19,7/25/2018,1021.15,549.85,35,149,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.439
SHS-19,7/25/2018,355.5,2014.5,85,152,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.105
SHS-14,7/25/2018,538.92,958.08,64,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.509
SHS-134,7/25/2018,318.72,1009.28,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.361
SHS-17,7/25/2018,295.8,3011.76,89,164.53,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.01
AGR-14,7/26/2018,209.4,2616.6,89.5,122,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.967
SHS-70,7/26/2018,49.4,330.6,87,30,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.021
SHS-28,7/26/2018,164.8,659.2,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.326
AGR-30,7/26/2018,1172.15,2176.85,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.141
SHS-135,7/26/2018,119.2,218.5,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.44
SHS-19,7/26/2018,1021.15,549.85,35,149,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.274
SHS-233,7/26/2018,248.95,4067.7,87,157,145,200,0.03,9750,6004,180,4,850,604,LOW RISK,0.508
SHS-19,7/26/2018,355.5,2014.5,85,152,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.439
SHS-14,7/26/2018,538.92,958.08,64,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.045
SHS-134,7/26/2018,318.72,1009.28,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.815
SHS-17,7/26/2018,295.8,3011.76,89,175,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.625
AGR-14,7/27/2018,209.4,2616.6,89.5,122,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.926
SHS-70,7/27/2018,49.4,330.6,87,30,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.973
SHS-28,7/27/2018,164.8,659.2,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.442
AGR-30,7/27/2018,1172.15,2176.85,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.292
SHS-135,7/27/2018,119.2,218.5,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.003
SHS-19,7/27/2018,1021.15,549.85,35,149,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.482
SHS-19,7/27/2018,355.5,2014.5,85,152,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.036
SHS-14,7/27/2018,538.92,958.08,64,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.165
SHS-134,7/27/2018,318.72,1009.28,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.142
SHS-17,7/27/2018,295.8,3011.76,89,175,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.232
AGR-14,7/28/2018,209.4,2616.6,89.5,122,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.201
SHS-70,7/28/2018,49.4,330.6,87,30,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.812
SHS-28,7/28/2018,164.8,659.2,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.305
AGR-30,7/28/2018,1172.15,2176.85,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.565
SHS-135,7/28/2018,119.2,218.5,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.596
SHS-19,7/28/2018,1021.15,549.85,35,148,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.003
SHS-19,7/28/2018,355.5,2014.5,85,152,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.005
SHS-14,7/28/2018,538.92,958.08,64,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.078
SHS-134,7/28/2018,318.72,1009.28,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.851
SHS-17,7/28/2018,295.8,3011.76,89,175,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.709
AGR-14,7/29/2018,209.4,2616.6,89.5,122,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.449
SHS-70,7/29/2018,49.4,330.6,87,29,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.513
SHS-28,7/29/2018,164.8,659.2,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.195
AGR-30,7/29/2018,1172.15,2176.85,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.607
SHS-135,7/29/2018,119.2,218.5,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.288
SHS-19,7/29/2018,1021.15,549.85,35,148,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.63
SHS-19,7/29/2018,355.5,2014.5,85,152,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.795
SHS-14,7/29/2018,538.92,958.08,64,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.299
SHS-134,7/29/2018,318.72,1009.28,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.154
SHS-17,7/29/2018,295.8,3011.76,89,175,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.96
AGR-14,7/30/2018,209.4,2616.6,89.5,122,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.285
SHS-70,7/30/2018,49.4,330.6,87,29,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.894
SHS-28,7/30/2018,164.8,659.2,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.708
AGR-30,7/30/2018,1172.15,2176.85,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.403
SHS-135,7/30/2018,119.2,218.5,60,90,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.793
SHS-19,7/30/2018,1021.15,549.85,35,148,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.333
SHS-19,7/30/2018,355.5,2014.5,85,152,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.742
SHS-14,7/30/2018,538.92,958.08,64,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.276
SHS-134,7/30/2018,318.72,1009.28,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.718
SHS-17,7/30/2018,295.8,3011.76,89,175,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.107
AGR-14,7/31/2018,209.4,2616.6,89.5,122,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.19
SHS-56,7/31/2018,351.405,1991.295,85,190,200,205,0.83,9800,26875,30,11,1100,1520,LOW RISK,0.169
SHS-70,7/31/2018,49.4,330.6,87,29,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.685
SHS-28,7/31/2018,164.8,659.2,80,80,110,186,0.03,41474,18006,1,57,300,6520,LOW RISK,0.596
AGR-30,7/31/2018,1172.15,2176.85,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.896
SHS-151,7/31/2018,334.1,2316,87,200,110,190,0.44,8200,26875,25,25,1000,1200,LOW RISK,0.084
SHS-135,7/31/2018,119.2,218.5,60,89,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.914
SHS-19,7/31/2018,1021.15,549.85,35,148,110,210,0.02,74000,41575.05844,25,33,210,5000,LOW RISK,0.1
SHS-81,7/31/2018,366.24,396.76,52,131,150,164,0.21,55800,26875,52,51,230,5560,LOW RISK,0.463
SHS-19,7/31/2018,355.5,2014.5,85,152,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.085
SHS-14,7/31/2018,538.92,958.08,64,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.229
SHS-84,7/31/2018,207,69,25,205,150,157,0.05,34000,26875,20,27,230,2840,LOW RISK,0.739
SHS-134,7/31/2018,318.72,1009.28,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.504
SHS-85,7/31/2018,178.22,3420.475,95,92,280,207,0.19,4500,26875,107,1,800,208,LOW RISK,0.033
SHS-138,7/31/2018,684.06,2730.24,79,229,175,206,0.11,53500,26875,130,76,200,5600,LOW RISK,0.282
SHS-17,7/31/2018,295.8,3011.76,89,175,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.786
AGR-14,8/1/2018,209.4,2616.6,89.5,122,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.92
SHS-70,8/1/2018,49.4,330.6,87,29,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.747
SHS-28,8/1/2018,164.8,659.2,80,80,110,186,0.05,41474,18006,1,57,300,6520,LOW RISK,0.846
AGR-30,8/1/2018,1172.15,2176.85,65,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.535
SHS-151,8/1/2018,334.1,2316,87,198,110,190,0.33,8200,26875,25,25,1000,1200,LOW RISK,0.969
SHS-135,8/1/2018,119.2,218.5,60,89,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.809
SHS-19,8/1/2018,1021.15,549.85,35,148,110,210,0.03,74000,41575.05844,25,33,210,5000,LOW RISK,0.633
SHS-19,8/1/2018,355.5,2014.5,85,152,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.857
SHS-14,8/1/2018,538.92,958.08,64,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.911
SHS-134,8/1/2018,318.72,1009.28,76,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.346
SHS-138,8/1/2018,684.06,2730.24,79,229,175,206,0.11,53500,26875,130,76,200,5600,LOW RISK,0.844
SHS-17,8/1/2018,295.8,3011.76,89,175,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.448
AGR-14,8/2/2018,209.4,2616.6,89.5,123,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.278
SHS-70,8/2/2018,53.82,330.6,87,29,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.085
SHS-28,8/2/2018,138,659.2,80,80,110,186,0.05,41474,18006,1,57,300,6520,LOW RISK,0.78
AGR-30,8/2/2018,1032.24,2176.85,76,318,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.487
SHS-151,8/2/2018,334.1,2316,87,198,110,190,0.33,8200,26875,25,25,1000,1200,LOW RISK,0.622
SHS-135,8/2/2018,119.2,218.5,60,89,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.901
SHS-19,8/2/2018,976.3,549.85,35,148,110,210,0.03,74000,41575.05844,25,33,210,5000,LOW RISK,0.946
SHS-19,8/2/2018,361.14,2014.5,87,152,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.971
SHS-14,8/2/2018,245.1,958.08,75,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.553
SHS-134,8/2/2018,327.4,1009.28,80,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.535
SHS-138,8/2/2018,684.06,2730.24,87,229,175,206,0.11,53500,26875,130,76,200,5600,LOW RISK,0.661
SHS-17,8/2/2018,295.8,3011.76,91,175,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.45
AGR-14,8/3/2018,209.4,2616.6,89.5,123,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.498
SHS-70,8/3/2018,53.82,330.6,87,29,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.656
SHS-28,8/3/2018,138,659.2,80,80,110,186,0.05,41474,18006,1,57,300,6520,LOW RISK,0.562
AGR-30,8/3/2018,1032.24,2176.85,76,300,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.975
SHS-151,8/3/2018,334.1,2316,87,200,110,190,0.33,8200,26875,25,25,1000,1200,LOW RISK,0.16
SHS-135,8/3/2018,119.2,218.5,60,89,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.111
SHS-19,8/3/2018,976.3,549.85,35,148,110,210,0.03,74000,41575.05844,25,33,210,5000,LOW RISK,0.738
SHS-19,8/3/2018,361.14,2014.5,87,150,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.859
SHS-14,8/3/2018,245.1,958.08,75,150,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.382
SHS-134,8/3/2018,327.4,1009.28,80,155,120,174,0.16,28303,12175,25,33,250,440,LOW RISK,0.858
SHS-138,8/3/2018,684.06,2730.24,87,229,175,206,0.11,53500,26875,130,76,200,5600,LOW RISK,0.452
SHS-17,8/3/2018,295.8,3011.76,91,175,30,184,0.79,61100,30690,50,64,280,6320,LOW RISK,0.076
AGR-14,8/4/2018,209.4,2616.6,89.5,123,230,210,0.16,62700,32843,90,61.25,262.3,6320,LOW RISK,0.218
SHS-70,8/4/2018,53.82,330.6,87,29,200,205,0.27,36000,18796,25,34,512,3920,LOW RISK,0.122
SHS-28,8/4/2018,138,659.2,80,80,110,186,0.05,41474,18006,1,57,300,6520,LOW RISK,0.794
AGR-30,8/4/2018,1032.24,2176.85,76,300,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.172
SHS-151,8/4/2018,334.1,2316,87,200,110,190,0.33,8200,26875,25,25,1000,1200,LOW RISK,0.686
SHS-135,8/4/2018,119.2,218.5,60,89,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.449
SHS-19,8/4/2018,976.3,549.85,35,148,110,210,0.03,74000,41575.05844,25,33,210,5000,LOW RISK,0.417
SHS-19,8/4/2018,361.14,2014.5,87,150,110,210,0.1,74000,41575.05844,25,33,210,5000,LOW RISK,0.108
