Pozo,date,bapd,bppd,bsw,mscf,pco2,temp,Na,pH,SO4,Cl,Fe,bicarb,pres,Ca,criticidad,mpy
SHS-19,7/12/2018,549.85,1021.15,35,149,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.973
SHS-19,7/12/2018,2040,360,85,147,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.097
SHS-14,7/12/2018,944.64,501.12,64,143,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.209
SHS-134,7/12/2018,1012.32,319.68,76,161,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.204
SHS-17,7/12/2018,2946.36,295.8,86,194.94,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.286
AGR-14,7/13/2018,2616.6,209.4,89.5,29,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.78
SHS-70,7/13/2018,330.6,49.4,87,30,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.381
SHS-28,7/13/2018,660,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.207
AGR-30,7/13/2018,2177.5,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.167
SHS-135,7/13/2018,219,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.387
SHS-19,7/13/2018,549.85,1021.15,35,149,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.63
SHS-19,7/13/2018,2040,360,85,147,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.551
SHS-14,7/13/2018,944.64,501.12,64,143,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.231
SHS-134,7/13/2018,1012.32,319.68,76,161,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.607
SHS-17,7/13/2018,2946.36,295.8,86,164.53,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.224
AGR-14,7/14/2018,2616.6,209.4,89.5,29,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.484
SHS-70,7/14/2018,330.6,49.4,87,30,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.795
SHS-28,7/14/2018,660,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.76
AGR-30,7/14/2018,2177.5,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.039
SHS-135,7/14/2018,219,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.38
SHS-19,7/14/2018,549.85,1021.15,35,149,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.485
SHS-19,7/14/2018,2040,360,85,147,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.616
SHS-14,7/14/2018,944.64,501.12,64,143,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.022
SHS-134,7/14/2018,1012.32,319.68,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.593
SHS-17,7/14/2018,2946.36,295.8,86,164.53,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.174
AGR-14,7/15/2018,2616.6,209.4,89.5,29,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.627
SHS-70,7/15/2018,330.6,49.4,87,30,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.787
SHS-28,7/15/2018,660,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.753
AGR-30,7/15/2018,2177.5,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.818
SHS-135,7/15/2018,219,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.708
SHS-19,7/15/2018,549.85,1021.15,35,149,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.911
SHS-19,7/15/2018,2040,360,85,147,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.397
SHS-14,7/15/2018,944.64,501.12,64,143,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.522
SHS-134,7/15/2018,1012.32,319.68,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.092
SHS-17,7/15/2018,2946.36,295.8,86,164.53,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.081
AGR-14,7/16/2018,2616.6,209.4,89.5,29,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.013
SHS-70,7/16/2018,330.6,49.4,87,30,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.774
SHS-28,7/16/2018,660,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.877
AGR-30,7/16/2018,2177.5,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.052
SHS-135,7/16/2018,219,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.507
SHS-19,7/16/2018,549.85,1021.15,35,149,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.277
SHS-19,7/16/2018,2040,360,85,147,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.165
SHS-14,7/16/2018,944.64,501.12,64,143,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.496
SHS-134,7/16/2018,1012.32,319.68,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.159
SHS-17,7/16/2018,2946.36,295.8,86,164.53,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.569
AGR-14,7/17/2018,2616.6,209.4,89.5,29,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.706
SHS-70,7/17/2018,330.6,49.4,87,30,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.228
SHS-28,7/17/2018,660,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.266
AGR-30,7/17/2018,2177.5,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.137
SHS-135,7/17/2018,219,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.242
SHS-19,7/17/2018,549.85,1021.15,35,149,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.586
SHS-19,7/17/2018,2040,360,85,147,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.511
SHS-14,7/17/2018,944.64,501.12,64,143,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.896
SHS-134,7/17/2018,1012.32,319.68,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.164
SHS-17,7/17/2018,2946.36,295.8,86,164.53,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.482
AGR-14,7/18/2018,2616.6,209.4,89.5,29,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.215
SHS-70,7/18/2018,330.6,49.4,87,30,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.205
SHS-28,7/18/2018,660,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.538
AGR-30,7/18/2018,2177.5,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.675
SHS-135,7/18/2018,219,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.232
SHS-19,7/18/2018,549.85,1021.15,35,149,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.068
SHS-19,7/18/2018,2040,360,85,147,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.128
SHS-14,7/18/2018,944.64,501.12,64,150,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.534
SHS-134,7/18/2018,1012.32,319.68,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.165
SHS-17,7/18/2018,2946.36,295.8,86,164.53,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.704
AGR-14,7/19/2018,2616.6,209.4,89.5,29,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.482
SHS-70,7/19/2018,330.6,49.4,87,30,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.181
SHS-28,7/19/2018,659.2,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.654
AGR-30,7/19/2018,2176.85,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.306
SHS-135,7/19/2018,218.5,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.944
SHS-19,7/19/2018,549.85,1021.15,35,149,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.034
SHS-19,7/19/2018,2040,360,85,147,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.098
SHS-14,7/19/2018,958.08,538.92,64,150,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.926
SHS-134,7/19/2018,1009.28,318.72,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.445
SHS-17,7/19/2018,3011.76,295.8,89,164.53,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.456
AGR-14,7/20/2018,2616.6,209.4,89.5,122,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.989
SHS-70,7/20/2018,330.6,49.4,87,30,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.704
SHS-28,7/20/2018,659.2,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.3
AGR-30,7/20/2018,2176.85,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.247
SHS-135,7/20/2018,218.5,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.828
SHS-19,7/20/2018,549.85,1021.15,35,149,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.003
SHS-19,7/20/2018,2014.5,355.5,85,152,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.805
SHS-14,7/20/2018,958.08,538.92,64,150,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.282
SHS-134,7/20/2018,1009.28,318.72,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.964
SHS-17,7/20/2018,3011.76,295.8,89,164.53,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.494
AGR-14,7/21/2018,2616.6,209.4,89.5,122,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.993
SHS-70,7/21/2018,330.6,49.4,87,30,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.596
SHS-28,7/21/2018,659.2,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.602
AGR-30,7/21/2018,2176.85,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.002
SHS-135,7/21/2018,218.5,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.074
SHS-19,7/21/2018,549.85,1021.15,35,149,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.047
SHS-19,7/21/2018,2014.5,355.5,85,152,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.051
SHS-14,7/21/2018,958.08,538.92,64,150,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.981
SHS-134,7/21/2018,1009.28,318.72,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.921
SHS-17,7/21/2018,3011.76,295.8,89,164.53,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.748
AGR-14,7/22/2018,2616.6,209.4,89.5,122,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.264
SHS-70,7/22/2018,330.6,49.4,87,30,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.22
SHS-28,7/22/2018,659.2,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.739
AGR-30,7/22/2018,2176.85,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.677
SHS-135,7/22/2018,218.5,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.316
SHS-19,7/22/2018,549.85,1021.15,35,149,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.959
SHS-19,7/22/2018,2014.5,355.5,85,152,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.197
SHS-14,7/22/2018,958.08,538.92,64,150,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.262
SHS-134,7/22/2018,1009.28,318.72,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.423
SHS-17,7/22/2018,3011.76,295.8,89,164.53,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.092
AGR-14,7/23/2018,2616.6,209.4,89.5,122,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.927
SHS-70,7/23/2018,330.6,49.4,87,30,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.974
SHS-28,7/23/2018,659.2,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.6
AGR-30,7/23/2018,2176.85,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.037
SHS-135,7/23/2018,218.5,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.399
SHS-19,7/23/2018,549.85,1021.15,35,149,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.862
SHS-19,7/23/2018,2014.5,355.5,85,152,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.832
SHS-14,7/23/2018,958.08,538.92,64,150,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.41
SHS-134,7/23/2018,1009.28,318.72,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.206
SHS-17,7/23/2018,3011.76,295.8,89,164.53,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.443
AGR-14,7/24/2018,2616.6,209.4,89.5,122,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.736
SHS-70,7/24/2018,330.6,49.4,87,30,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.813
SHS-28,7/24/2018,659.2,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.878
AGR-30,7/24/2018,2176.85,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.228
SHS-135,7/24/2018,218.5,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.261
SHS-19,7/24/2018,549.85,1021.15,35,149,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.223
SHS-19,7/24/2018,2014.5,355.5,85,152,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.396
SHS-14,7/24/2018,958.08,538.92,64,150,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.407
SHS-134,7/24/2018,1009.28,318.72,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.902
SHS-17,7/24/2018,3011.76,295.8,89,164.53,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.692
AGR-14,7/25/2018,2616.6,209.4,89.5,122,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.313
SHS-70,7/25/2018,330.6,49.4,87,30,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.314
SHS-28,7/25/2018,659.2,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.986
AGR-30,7/25/2018,2176.85,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.025
SHS-135,7/25/2018,218.5,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.275
SHS-19,7/25/2018,549.85,1021.15,35,149,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.439
SHS-19,7/25/2018,2014.5,355.5,85,152,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.105
SHS-14,7/25/2018,958.08,538.92,64,150,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.509
SHS-134,7/25/2018,1009.28,318.72,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.361
SHS-17,7/25/2018,3011.76,295.8,89,164.53,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.01
AGR-14,7/26/2018,2616.6,209.4,89.5,122,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.967
SHS-70,7/26/2018,330.6,49.4,87,30,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.021
SHS-28,7/26/2018,659.2,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.326
AGR-30,7/26/2018,2176.85,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.141
SHS-135,7/26/2018,218.5,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.44
SHS-19,7/26/2018,549.85,1021.15,35,149,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.274
SHS-233,7/26/2018,4067.7,248.95,87,157,4.8,200,6004,6.35090356,180,9750,4,850,145,604,LOW RISK,0.508
SHS-19,7/26/2018,2014.5,355.5,85,152,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.439
SHS-14,7/26/2018,958.08,538.92,64,150,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.045
SHS-134,7/26/2018,1009.28,318.72,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.815
SHS-17,7/26/2018,3011.76,295.8,89,175,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.625
AGR-14,7/27/2018,2616.6,209.4,89.5,122,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.926
SHS-70,7/27/2018,330.6,49.4,87,30,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.973
SHS-28,7/27/2018,659.2,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.442
AGR-30,7/27/2018,2176.85,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.292
SHS-135,7/27/2018,218.5,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.003
SHS-19,7/27/2018,549.85,1021.15,35,149,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.482
SHS-19,7/27/2018,2014.5,355.5,85,152,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.036
SHS-14,7/27/2018,958.08,538.92,64,150,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.165
SHS-134,7/27/2018,1009.28,318.72,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.142
SHS-17,7/27/2018,3011.76,295.8,89,175,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.232
AGR-14,7/28/2018,2616.6,209.4,89.5,122,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.201
SHS-70,7/28/2018,330.6,49.4,87,30,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.812
SHS-28,7/28/2018,659.2,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.305
AGR-30,7/28/2018,2176.85,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.565
SHS-135,7/28/2018,218.5,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.596
SHS-19,7/28/2018,549.85,1021.15,35,148,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.003
SHS-19,7/28/2018,2014.5,355.5,85,152,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.005
SHS-14,7/28/2018,958.08,538.92,64,150,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.078
SHS-134,7/28/2018,1009.28,318.72,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.851
SHS-17,7/28/2018,3011.76,295.8,89,175,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.709
AGR-14,7/29/2018,2616.6,209.4,89.5,122,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.449
SHS-70,7/29/2018,330.6,49.4,87,29,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.513
SHS-28,7/29/2018,659.2,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.195
AGR-30,7/29/2018,2176.85,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.607
SHS-135,7/29/2018,218.5,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.288
SHS-19,7/29/2018,549.85,1021.15,35,148,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.63
SHS-19,7/29/2018,2014.5,355.5,85,152,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.795
SHS-14,7/29/2018,958.08,538.92,64,150,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.299
SHS-134,7/29/2018,1009.28,318.72,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.154
SHS-17,7/29/2018,3011.76,295.8,89,175,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.96
AGR-14,7/30/2018,2616.6,209.4,89.5,122,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.285
SHS-70,7/30/2018,330.6,49.4,87,29,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.894
SHS-28,7/30/2018,659.2,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.708
AGR-30,7/30/2018,2176.85,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.403
SHS-135,7/30/2018,218.5,119.2,60,90,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.793
SHS-19,7/30/2018,549.85,1021.15,35,148,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.333
SHS-19,7/30/2018,2014.5,355.5,85,152,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.742
SHS-14,7/30/2018,958.08,538.92,64,150,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.276
SHS-134,7/30/2018,1009.28,318.72,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.718
SHS-17,7/30/2018,3011.76,295.8,89,175,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.107
AGR-14,7/31/2018,2616.6,209.4,89.5,122,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.19
SHS-56,7/31/2018,1991.295,351.405,85,190,165,205,26875,5.967115074,30,9800,11,1100,200,1520,LOW RISK,0.169
SHS-70,7/31/2018,330.6,49.4,87,29,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.685
SHS-28,7/31/2018,659.2,164.8,80,80,2.8,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.596
AGR-30,7/31/2018,2176.85,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.896
SHS-151,7/31/2018,2316,334.1,87,200,48,190,26875,6.689168091,25,8200,25,1000,110,1200,LOW RISK,0.084
SHS-135,7/31/2018,218.5,119.2,60,89,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.914
SHS-19,7/31/2018,549.85,1021.15,35,148,2.3,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.1
SHS-81,7/31/2018,396.76,366.24,52,131,31.54,164,26875,6.45185647,52,55800,51,230,150,5560,LOW RISK,0.463
SHS-19,7/31/2018,2014.5,355.5,85,152,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.085
SHS-14,7/31/2018,958.08,538.92,64,150,43.6,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.229
SHS-84,7/31/2018,69,207,25,205,7.63,157,26875,6.770276809,20,34000,27,230,150,2840,LOW RISK,0.739
SHS-134,7/31/2018,1009.28,318.72,76,155,18.72,174,12175,5.628173331,25,28303,33,250,120,440,LOW RISK,0.504
SHS-85,7/31/2018,3420.475,178.22,95,92,53.04,207,26875,6.374546438,107,4500,1,800,280,208,LOW RISK,0.033
SHS-138,7/31/2018,2730.24,684.06,79,229,19.56,206,26875,6.228376934,130,53500,76,200,175,5600,LOW RISK,0.282
SHS-17,7/31/2018,3011.76,295.8,89,175,23.7,184,30690,5.844347858,50,61100,64,280,30,6320,LOW RISK,0.786
AGR-14,8/1/2018,2616.6,209.4,89.5,122,36.15,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.92
SHS-70,8/1/2018,330.6,49.4,87,29,53.9,205,18796,6.8,25,36000,34,512,200,3920,LOW RISK,0.747
SHS-28,8/1/2018,659.2,164.8,80,80,5.1,186,18006,6.33377103,1,41474,57,300,110,6520,LOW RISK,0.846
AGR-30,8/1/2018,2176.85,1172.15,65,318,32.32,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.535
SHS-151,8/1/2018,2316,334.1,87,198,36.45,190,26875,6.689168091,25,8200,25,1000,110,1200,LOW RISK,0.969
SHS-135,8/1/2018,218.5,119.2,60,89,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.809
SHS-19,8/1/2018,549.85,1021.15,35,148,3.6,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.633
SHS-19,8/1/2018,2014.5,355.5,85,152,11.2,210,41575.05844,6.271622061,25,74000,33,210,110,5000,LOW RISK,0.857
